species,sighting_date,dive_site,url,title,excerpt,validation,notes,n_observed,dive_site_std,site_type,country,region,species_std,genus,species_epithet,scientific_name,group
white spotted wedge fish,2023-02-27,Surin National Park,https://www.thesmilingseahorse.com/blog/trip-report-north-andaman-trip-from-27th-february-to-2nd-of-march-2023,Trip report North Andaman trip from 27th february to 2nd of march 2023 - Diving liveaboard in Thailand and Myanmar,"It started great with a Guitar shark on the very first dive. Did you know Guitar fish belong to the ray family (their gills and mouth are under and not forward) but because of their large shark-fins, the",valid,NA,1,Surin Islands,region,Thailand,Surin,white-spotted wedgefish,Rhynchobatus,australiae,Rhynchobatus australiae,ray
eagle ray,2024-11-23,"Koh Chi, Surin National Park",https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-an-unforgettable-andaman-diving-safari-from-22nd-to-29th-of-november-2024,Trip North to South Andaman: An Unforgettable Diving Safari (22–29 November 2024) - Diving liveaboard in Thailand and Myanmar,"ncluded spotting a giant pufferfish, a fleeting requiem shark, and the graceful gliding of an eagle ray. Requiem shark Giant pufferfish in surin national park The excitement continued with two dives at t",valid,NA,1,Koh Chi,site,Thailand,Surin,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
blue-spotted maskray,2024-11-25,"Three Trees, Similan National Park",https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-an-unforgettable-andaman-diving-safari-from-22nd-to-29th-of-november-2024,Trip North to South Andaman: An Unforgettable Diving Safari (22–29 November 2024) - Diving liveaboard in Thailand and Myanmar,"and granite boulders created an enchanting underwater landscape, perfect for spotting blue-spotted rays and an octopus. Blue-spotted rays Wonderful giant seafan and pink soft corals At Elephant Head Rock",valid,NA,5,Three Trees,site,Thailand,Similan,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray
black tip reef shark,2024-11-23,"Koh Chi, Surin National Park",https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-an-unforgettable-andaman-diving-safari-from-22nd-to-29th-of-november-2024,Trip North to South Andaman: An Unforgettable Diving Safari (22–29 November 2024) - Diving liveaboard in Thailand and Myanmar,"tting for a relaxed check dive. Highlights included spotting a giant pufferfish, a fleeting requiem shark, and the graceful gliding of an eagle ray. Requiem shark Giant pufferfish in surin national park Th",valid,NA,1,Koh Chi,site,Thailand,Surin,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
white tip reef shark,2024-11-25,Elephant Head Rock,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-an-unforgettable-andaman-diving-safari-from-22nd-to-29th-of-november-2024,Trip North to South Andaman: An Unforgettable Diving Safari (22–29 November 2024) - Diving liveaboard in Thailand and Myanmar,"d with sea fans, encountering blue ribbon eels, a hunting giant moray eel, and a juvenile white-tip shark. Yellow Snappers on the reef Giant moray get it teeth cleaned in South-Andaman Thailand Koh Lanta O",valid,juvenile,1,Elephant Head Rock,site,Thailand,Similan,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark
black-tip reef shark,2024-11-29,Koh Bida Nok,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-an-unforgettable-andaman-diving-safari-from-22nd-to-29th-of-november-2024,Trip North to South Andaman: An Unforgettable Diving Safari (22–29 November 2024) - Diving liveaboard in Thailand and Myanmar,"h. A sunset dive brought the day to a dazzling close. South andaman islands Day 7: Koh Bida Nok and Shark Point – A Memorable Farewell Our final day began at Koh Bida Nok , where blacktip reef sharks, a ti",valid,NA,4,Koh Bida Nok,site,Thailand,Phuket,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
oceanic manta ray,2023-11-13,Hin Meaung,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-from-11th-18th-november-2023,Trip Report: North to South Andaman from 11th - 18th November 2023 - Diving liveaboard in Thailand and Myanmar,"nal Park, a realm brimming with unexpected encounters. Some among us were graced by the presence of manta rays at Hin Meaung, while others delved into the mystique of ghost-pipefish sightings at Hin Deang.",valid,NA,3,Hin Muang,site,Thailand,Koh Lanta,oceanic manta,Mobula,birostris,Mobula birostris,ray
oceanic manta ray,2023-11-13,Hin meaung,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-from-11th-18th-november-2023,Trip Report: North to South Andaman from 11th - 18th November 2023 - Diving liveaboard in Thailand and Myanmar,"ay and we could do a blackwater dive that night with many more creatures to discover. Rediscovering Manta Rays and Final Encounters... Returning to Hin Deang - Hin Meaung, we sought out the elusive manta r",valid,NA,3,Hin Muang,site,Thailand,Koh Lanta,oceanic manta,Mobula,birostris,Mobula birostris,ray
black tip reef shark,2023-11-14,Similan National Park,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-from-11th-18th-november-2023,Trip Report: North to South Andaman from 11th - 18th November 2023 - Diving liveaboard in Thailand and Myanmar,"National Park , where the ocean revealed its secrets in subtle yet profound ways. The sight of reef sharks, guitarfish , nurse sharks, and the majestic school of barracudas added a thrilling dimension to ou",valid,NA,5,Similan Islands,region,Thailand,Similan,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
guitar fish Spp.,2023-11-14,Similan National Park,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-from-11th-18th-november-2023,Trip Report: North to South Andaman from 11th - 18th November 2023 - Diving liveaboard in Thailand and Myanmar,"cean revealed its secrets in subtle yet profound ways. The sight of reef sharks, guitarfish , nurse sharks, and the majestic school of barracudas added a thrilling dimension to our underwater exploration, c",valid,NA,1,Similan Islands,region,Thailand,Similan,guitarfish,Rhinobatidae,spp,Rhinobatidae spp,ray
leopard shark,2023-11-11,Phuket,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-from-11th-18th-november-2023,Trip Report: North to South Andaman from 11th - 18th November 2023 - Diving liveaboard in Thailand and Myanmar,"P Island and the final dive near Phuket revealed a parting gift—encounters with the elegant leopard shark, seahorses, and a myriad of colourful nudibranchs. Gratitude and Farewells... The Smiling Seahorse",valid,NA,1,Phuket,region,Thailand,Phuket,zebra shark,Stegostoma,tigrinum,Stegostoma tigrinum,shark
nurse shark,2023-11-14,Similan National Park,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-from-11th-18th-november-2023,Trip Report: North to South Andaman from 11th - 18th November 2023 - Diving liveaboard in Thailand and Myanmar,"ilan National Park , where the ocean revealed its secrets in subtle yet profound ways. The sight of reef sharks, guitarfish , nurse sharks, and the majestic school of barracudas added a thrilling dimension to ou",valid,NA,10,Similan Islands,region,Thailand,Similan,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Oceanic manta ray,2022-12-04,Lanta National Park,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-trip-from-1st-to-8th-of-december-2022,North to South Andaman trip from 1st to 8th of December 2022 - Diving liveaboard in Thailand and Myanmar,imilan delivered some fantastic dives but so did Lanta National Park! We got lucky to see our first manta ray of the season but unfortunately no photo this time! sad... ​Then we made an exploration dive ar,valid,NA,1,Lanta National Park,region,Thailand,Koh Lanta,oceanic manta,Mobula,birostris,Mobula birostris,ray
black tip reef shark,2022-12-08,Shark Point,https://www.thesmilingseahorse.com/blog/trip-report-north-to-south-andaman-trip-from-1st-to-8th-of-december-2022,North to South Andaman trip from 1st to 8th of December 2022 - Diving liveaboard in Thailand and Myanmar,"to catch a picture for the first time a Tonguefish. Last day, first dive in Bida Nok and second in Shark point. We saw some black tip reef sharks, cuttlefish and beautiful tiny squat shrimps. Thank you Ti",valid,NA,5,Shark Point,site,Thailand,Phuket,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
blotched fantail ray,2023-11-05,Similan National Park,https://www.thesmilingseahorse.com/blog/trip-report-photo-video-expedition-from-5th-to-9th-november-2023,Trip Report: photo & video expedition from 5th to 9th November 2023 - Diving liveaboard in Thailand and Myanmar,"super proud of their results! Well done everyone! Credit picture by Robert Vogt A massive blotched stingray was encountered in Similan National Park . The reef was full of life in Richelieu Rock , with schoo",valid,NA,1,Similan Islands,region,Thailand,Similan,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
blotched fantail ray,2023-12-30,Koh Bon,https://www.thesmilingseahorse.com/blog/trip-report-south-and-north-andaman-from-the-28th-december-to-the-4th-january,Trip report: South and North Andaman from the 28th December to the 4th January - Diving liveaboard in Thailand and Myanmar,"nce of cuttlefish, evoking a sense of underwater tranquility. courtesy Shelley Xia Big blotch sting rays hang out at Koh Bon these days Fifth day : Bon and Tachai We saw a massive marble ray and a jenkin",valid,NA,2,Koh Bon,site,Thailand,Similan,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
jenkins whipray,2024-01-02,Koh Bon,https://www.thesmilingseahorse.com/blog/trip-report-south-and-north-andaman-from-the-28th-december-to-the-4th-january,Trip report: South and North Andaman from the 28th December to the 4th January - Diving liveaboard in Thailand and Myanmar,blotch sting rays hang out at Koh Bon these days Fifth day : Bon and Tachai We saw a massive marble ray and a jenkin ray the next morning close to a very pretty pinnacle. A massive school of batfish with,valid,NA,1,Koh Bon,site,Thailand,Similan,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray
white tip reef shark,2024-01-01,Shark Fin Reef,https://www.thesmilingseahorse.com/blog/trip-report-south-and-north-andaman-from-the-28th-december-to-the-4th-january,Trip report: South and North Andaman from the 28th December to the 4th January - Diving liveaboard in Thailand and Myanmar,of fishing coming for a clean… Fourth day : Similan national park There was nice blue warm water at Shark Fin Reef with white tip sharks coming to say hi and plenty of fish to add colour to the underwater,valid,NA,5,Shark Fin Reef,site,Thailand,Similan,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark
oceanic manta ray,2022-12-14,Koh Lipe,https://www.thesmilingseahorse.com/blog/trip-report-south-north-andaman-sea-from-10th-to-17th-of-december-2022,Trip report: South& North Andaman sea from 10th to 17th of December 2022 - Diving liveaboard in Thailand and Myanmar,"resent for our first night dive in Hin Daeng, a big school of barracuda and some nice nudibranch. A Mobula rays few by us on 8 miles, next to koh lipe and a we also found a sneeky frogfish hiding in plain s",valid,NA,1,Koh Lipe,site,Thailand,Koh Lipe,oceanic manta,Mobula,birostris,Mobula birostris,ray
eagle ray,2022-11-16,Similan National park,https://www.thesmilingseahorse.com/blog/trip-report-south-to-north-andaman-cruise-from-the-14th-to-21st-of-november-2022,Trip report: South to North Andaman cruise from the 14th to 21st of November 2022 - Diving liveaboard in Thailand and Myanmar,"the big granite boulders of the Similan National Park. Another frog fish, a ribbon eel , a curious eagle ray and some black tip reef sharks were spotted in the middle of millions of fishes swimming above the",valid,NA,1,Similan Islands,region,Thailand,Similan,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
black tip reef shark,2022-12-16,Similan National Park,https://www.thesmilingseahorse.com/blog/trip-report-south-to-north-andaman-cruise-from-the-14th-to-21st-of-november-2022,Trip report: South to North Andaman cruise from the 14th to 21st of November 2022 - Diving liveaboard in Thailand and Myanmar,"ig granite boulders of the Similan National Park. Another frog fish, a ribbon eel , a curious eagle ray and some black tip reef sharks were spotted in the middle of millions of fishes swimming above the",valid,NA,5,Similan Islands,region,Thailand,Similan,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
oceanic manta ray,2023-11-23,"Hin Muang, Hin Daeng",https://www.thesmilingseahorse.com/blog/trip-report-south-to-north-andaman-from-20th-27th-november-2023,Trip Report: South to north Andaman from 20th-27th November 2023 - Diving liveaboard in Thailand and Myanmar,"shades of purple and red). They house a bustling community of red tooth triggerfish and a majestic Manta Ray passed us by bestowing their grace upon us. Venturing Easthward on Day 3, our destination was t",valid,NA,1,"Hin Muang, Hin Daeng",site,Thailand,Koh Lanta,oceanic manta,Mobula,birostris,Mobula birostris,ray
devil ray,2023-11-26,"8 Miles Pinnacle, Koh Lipe",https://www.thesmilingseahorse.com/blog/trip-report-south-to-north-andaman-from-20th-27th-november-2023,Trip Report: South to north Andaman from 20th-27th November 2023 - Diving liveaboard in Thailand and Myanmar,"he most astonishing surprise greeted us during our ascent—a breathtaking sighting of a Mobula , aka Devil Ray, gracefully gliding a mere 10 meters below the water's surface, right under the boat! ​​Day 4, we a",valid,NA,1,8 Mile Rock,site,Thailand,Koh Lipe,mobula ray,Mobula,spp,Mobula spp,ray
jenkins whipray,2023-11-26,Richelieu Rock,https://www.thesmilingseahorse.com/blog/trip-report-south-to-north-andaman-from-20th-27th-november-2023,Trip Report: South to north Andaman from 20th-27th November 2023 - Diving liveaboard in Thailand and Myanmar,"lies embellished our dives. However, the highlight was the remarkable congregation of Jenkins Sting Rays, a sight to behold, embellishing the sandy bottoms all around Richelieu Rock! The MV Smiling Seahor",valid,NA,4,Richelieu Rock,site,Thailand,Surin,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray
white tip reef shark,2023-11-27,Elephant Head,https://www.thesmilingseahorse.com/blog/trip-report-south-to-north-andaman-from-20th-27th-november-2023,Trip Report: South to north Andaman from 20th-27th November 2023 - Diving liveaboard in Thailand and Myanmar,"ther inhabited by colourful nudibranchs, ribbon eels. The fortuitous sighting of the White tip reef Shark added an exhilarating dimension to our underwater escapade. On day 7th, we explored Koh Bon and Koh",valid,NA,1,Elephant Head Rock,site,Thailand,Similan,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark
